video_path,label,original_type,race,gender,source,manipulation_type
data/raw/DFDC/aagfhgtpmv.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aapnvogymq.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/abarnvbtwb.mp4,real,,,,DFDC,real
data/raw/DFDC/abofeumbvv.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/abqwwspghj.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/acifjvzvpm.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/acqfdwsrhi.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/acxnxvbsxk.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/acxwigylke.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aczrgyricp.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/adhsbajydo.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/adohikbdaz.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/adylbeequz.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aelfnikyqj.mp4,real,,,,DFDC,real
data/raw/DFDC/aelzhcnwgf.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aettqgevhz.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aevrfsexku.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/afoovlsmtx.mp4,real,,,,DFDC,real
data/raw/DFDC/agdkmztvby.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/agqphdxmwt.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/agrmhtjdlk.mp4,real,,,,DFDC,real
data/raw/DFDC/ahbweevwpv.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/ahdbuwqxit.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/ahfazfbntc.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/ahqqqilsxt.mp4,real,,,,DFDC,real
data/raw/DFDC/aipfdnwpoo.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/ajqslcypsw.mp4,real,,,,DFDC,real
data/raw/DFDC/ajwpjhrbcv.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aklqzsddfl.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aknbdpmgua.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aknmpoonls.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/akvmwkdyuv.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/akxoopqjqz.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/akzbnazxtz.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aladcziidp.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/alaijyygdv.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/alninxcyhg.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/altziddtxi.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/alvgwypubw.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/amaivqofda.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/amowujxmzc.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/andaxzscny.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aneclqfpbt.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/anpuvshzoo.mp4,real,,,,DFDC,real
data/raw/DFDC/aorjvbyxhw.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/apatcsqejh.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/apgjqzkoma.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/apogckdfrz.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aqpnvjhuzw.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/arkroixhey.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/arlmiizoob.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/arrhsnjqku.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/asaxgevnnp.mp4,real,,,,DFDC,real
data/raw/DFDC/asdpeebotb.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aslsvlvpth.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/asmpfjfzif.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/asvcrfdpnq.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/atkdltyyen.mp4,real,,,,DFDC,real
data/raw/DFDC/atvmxvwyns.mp4,real,,,,DFDC,real
data/raw/DFDC/atxvxouljq.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/atyntldecu.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/atzdznmder.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/aufmsmnoye.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/augtsuxpzc.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/avfitoutyn.mp4,fake,,,,DFDC,unknown_fake
data/raw/DFDC/avgiuextiz.mp4,fake,,,,DFDC,unknown_fake
